device_id,timestamp,cacao_type,region,altitude,temperature,humidity,precipitation,soil_moisture,soil_ph,soil_type,crop_age,crop_status,fruit_color,fruit_size,harvest_season,cultivation_method,pesticide_use,fermentation_type,light_intensity,gps_lat,gps_lng,producer_id,lot_volume_kg,sale_price_usd,lab_quality_score,certification
4,2026-03-14T10:54:56Z,Criollo,Amazonas,862,2296,8622,12029,6667,649,sandy_loam,11,healthy,orange,small,mid-crop,agroforestry,limited,basket,48616,-6.680044,-77.127322,PROD-015,2472,10427,77,rainforest_alliance
2,2026-03-22T21:49:49Z,Trinitario,San Martin,730,2797,7083,16993,6488,558,volcanic,25,flowering,yellow,small,main,organic,limited,basket,11415,-6.331909,-76.816524,PROD-008,3381,14481,66,fair_trade
2,2026-03-01T14:18:54Z,Trinitario,San Martin,424,2524,9442,16677,5912,682,volcanic,21,fruiting,orange,large,main,organic,limited,basket,38615,-7.043858,-75.913800,PROD-012,4804,2762,87,fair_trade
4,2026-03-21T01:53:06Z,Criollo,San Martin,970,2956,9046,9670,7591,652,clay_loam,17,fruiting,yellow,small,main,agroforestry,none,box,44119,-6.070538,-75.895900,PROD-011,366,6941,86,organic
8,2026-03-28T21:14:17Z,Forastero,Cusco,581,2602,8611,16223,5256,700,clay_loam,11,growing,orange,medium,main,organic,none,basket,7531,-12.777472,-71.822873,PROD-011,812,9328,71,rainforest_alliance
8,2026-03-10T22:40:18Z,Criollo,Amazonas,872,2739,9295,11958,4825,574,volcanic,9,growing,orange,large,main,organic,controlled,heap,18404,-6.681321,-77.203180,PROD-001,839,9749,95,none
3,2026-03-28T04:31:46Z,Trinitario,Amazonas,699,2975,8086,19576,6570,560,sandy_loam,21,flowering,red,medium,main,organic,limited,basket,37895,-5.739957,-78.162128,PROD-007,4642,7643,88,rainforest_alliance
2,2026-03-12T11:47:20Z,Trinitario,Cusco,438,2707,8624,10146,6373,636,clay_loam,9,growing,orange,small,main,organic,controlled,basket,30760,-13.460661,-72.185813,PROD-005,1972,6201,76,fair_trade
6,2026-03-04T20:26:19Z,Criollo,Cusco,1044,2445,7830,19322,7992,573,volcanic,12,flowering,red,large,mid-crop,organic,controlled,basket,5920,-13.026260,-71.511659,PROD-010,4036,13913,97,fair_trade
7,2026-03-13T12:16:07Z,Forastero,Junin,857,2273,9287,15994,7145,684,volcanic,5,healthy,orange,medium,mid-crop,agroforestry,none,basket,6698,-10.968911,-75.950012,PROD-003,312,2793,93,organic
3,2026-03-20T16:31:34Z,Trinitario,Cusco,585,2455,9184,19592,6894,567,sandy_loam,8,growing,purple,medium,main,organic,none,basket,48209,-13.413678,-71.913562,PROD-002,4911,7607,83,organic
8,2026-03-27T14:42:57Z,Criollo,San Martin,669,2502,9077,19833,4277,560,volcanic,24,healthy,red,small,main,organic,controlled,basket,19791,-6.699940,-76.420331,PROD-007,1396,10043,74,none
4,2026-03-24T16:53:03Z,Criollo,Cusco,1018,2546,7307,19054,6526,625,clay_loam,15,fruiting,yellow,small,main,traditional,controlled,box,49716,-13.698752,-72.070280,PROD-005,3271,13088,88,none
2,2026-03-12T01:16:17Z,Forastero,San Martin,711,2575,8525,15005,7711,677,sandy_loam,15,healthy,yellow,small,main,organic,controlled,heap,15850,-5.879792,-76.632827,PROD-003,2685,13291,65,fair_trade
7,2026-03-16T04:57:18Z,Trinitario,San Martin,1178,2899,7518,11748,7762,653,sandy_loam,7,flowering,orange,small,mid-crop,organic,controlled,box,19638,-7.218194,-76.436428,PROD-018,3075,7723,91,organic
4,2026-03-17T18:43:08Z,Criollo,Amazonas,915,2606,9297,13210,4274,675,volcanic,22,healthy,red,medium,main,organic,none,box,14490,-6.859828,-77.946265,PROD-005,1399,14748,67,fair_trade
7,2026-03-25T12:26:40Z,Forastero,Amazonas,661,2632,8859,18730,6687,677,sandy_loam,13,flowering,red,medium,mid-crop,organic,controlled,box,14643,-6.820439,-78.122070,PROD-004,2147,2580,88,none
1,2026-03-12T18:18:15Z,Criollo,San Martin,585,2480,7171,13614,7250,685,sandy_loam,22,flowering,purple,large,main,traditional,none,box,11038,-6.024716,-75.792986,PROD-006,4959,8037,87,organic
4,2026-03-17T06:59:21Z,Criollo,Junin,1118,2375,8063,8551,4416,591,clay_loam,22,healthy,purple,medium,main,agroforestry,controlled,box,49351,-11.634007,-74.877437,PROD-007,4293,7100,63,fair_trade
4,2026-03-19T08:35:15Z,Forastero,Junin,1076,2645,9152,13131,6329,660,volcanic,4,healthy,purple,small,mid-crop,agroforestry,controlled,heap,44090,-11.449879,-76.019771,PROD-014,789,7965,63,rainforest_alliance
6,2026-03-16T14:58:27Z,Criollo,San Martin,666,2678,7878,18134,5030,638,volcanic,19,healthy,orange,medium,mid-crop,organic,limited,heap,18095,-6.702499,-76.558571,PROD-007,2095,4103,66,organic
8,2026-03-04T02:42:45Z,Forastero,San Martin,638,2315,8401,14076,7102,677,volcanic,4,growing,yellow,medium,mid-crop,organic,limited,box,25203,-7.055891,-75.803661,PROD-019,3918,12894,82,rainforest_alliance
1,2026-03-27T22:20:08Z,Trinitario,San Martin,614,2951,8060,14958,4414,598,volcanic,11,flowering,purple,medium,main,traditional,limited,heap,16162,-5.950072,-76.002333,PROD-001,4907,9765,80,organic
4,2026-03-07T06:42:46Z,Criollo,Junin,442,2441,7261,15996,5901,623,volcanic,13,flowering,orange,large,main,agroforestry,none,basket,21736,-10.545698,-74.669437,PROD-014,4808,6429,95,organic
7,2026-03-07T11:59:58Z,Trinitario,San Martin,495,2296,7187,14777,6000,570,clay_loam,6,flowering,yellow,small,mid-crop,agroforestry,controlled,basket,19426,-7.086561,-75.766028,PROD-017,4230,7549,90,none
3,2026-03-07T23:45:47Z,Forastero,Cusco,443,2503,8844,12345,6527,630,sandy_loam,22,growing,orange,medium,main,agroforestry,limited,box,11664,-13.125587,-72.125587,PROD-003,357,7965,97,organic
5,2026-03-26T05:13:07Z,Criollo,San Martin,810,2849,9014,13993,7434,625,clay_loam,11,fruiting,red,small,mid-crop,organic,none,heap,31533,-7.033058,-76.761229,PROD-019,1089,7018,60,organic
7,2026-03-19T21:00:17Z,Forastero,Amazonas,969,2464,7973,15461,7893,686,sandy_loam,14,healthy,yellow,large,main,traditional,none,basket,38543,-5.463422,-78.136809,PROD-017,2957,10477,91,none
8,2026-03-03T05:02:59Z,Trinitario,Junin,551,2211,7367,18647,5198,654,sandy_loam,20,flowering,orange,large,mid-crop,traditional,none,heap,46806,-11.448360,-75.613969,PROD-014,2585,9434,90,fair_trade
3,2026-03-13T15:59:34Z,Trinitario,Junin,959,2870,7315,19732,7153,640,sandy_loam,23,healthy,purple,small,mid-crop,traditional,limited,box,49108,-10.774036,-74.609367,PROD-015,2567,14002,63,organic
7,2026-03-11T06:43:08Z,Forastero,Junin,970,2285,7456,13534,6780,575,volcanic,24,fruiting,purple,medium,main,traditional,none,basket,36071,-10.940223,-75.521887,PROD-005,795,4569,71,organic
4,2026-03-05T16:04:04Z,Criollo,San Martin,840,2627,7622,13374,6427,596,clay_loam,4,growing,purple,large,mid-crop,organic,controlled,box,26749,-6.345240,-76.305679,PROD-016,705,6135,66,fair_trade
6,2026-03-22T23:36:00Z,Criollo,Cusco,425,2826,8517,15824,4514,596,volcanic,3,fruiting,orange,medium,mid-crop,organic,limited,box,49812,-12.981166,-72.645044,PROD-020,877,10280,84,none
8,2026-03-16T18:54:44Z,Criollo,San Martin,1045,2512,8266,11636,4515,614,volcanic,12,growing,purple,small,mid-crop,traditional,none,heap,17671,-5.869600,-76.077646,PROD-017,1480,14814,83,organic
1,2026-03-11T12:31:26Z,Forastero,Amazonas,998,2343,7348,13291,6222,629,volcanic,6,growing,red,large,main,organic,limited,heap,13479,-6.492186,-77.883796,PROD-003,974,10566,76,none
1,2026-03-19T18:19:49Z,Trinitario,Cusco,629,2304,7497,19836,5518,698,clay_loam,5,flowering,orange,small,mid-crop,traditional,none,box,21267,-14.127244,-71.391859,PROD-007,3598,3884,93,organic
8,2026-03-12T16:31:38Z,Trinitario,Amazonas,496,2217,8124,11535,7252,686,sandy_loam,13,fruiting,orange,large,main,organic,none,basket,18698,-6.862339,-78.453051,PROD-004,3494,11707,78,rainforest_alliance
1,2026-03-05T10:18:35Z,Trinitario,Junin,450,2515,7275,15592,4292,690,volcanic,23,healthy,purple,medium,main,organic,limited,basket,38355,-11.203534,-74.880644,PROD-005,2390,5574,88,fair_trade
1,2026-03-05T15:11:10Z,Criollo,San Martin,742,2831,9399,19985,5774,633,sandy_loam,20,growing,red,small,main,organic,none,box,48288,-6.250698,-76.950022,PROD-001,4135,14311,60,rainforest_alliance
3,2026-03-12T18:03:21Z,Forastero,San Martin,983,2374,8935,17524,7451,578,clay_loam,5,fruiting,purple,medium,mid-crop,agroforestry,none,heap,48847,-6.155856,-76.751627,PROD-012,3045,5573,60,organic
7,2026-03-01T06:22:36Z,Trinitario,San Martin,746,2722,9301,16695,7933,621,volcanic,20,fruiting,red,small,main,agroforestry,controlled,box,23087,-6.800535,-75.907705,PROD-014,2876,2220,86,fair_trade
6,2026-03-03T02:08:19Z,Trinitario,Cusco,1037,2731,7095,11147,5358,577,volcanic,22,flowering,yellow,medium,main,agroforestry,controlled,basket,15806,-13.418559,-72.517521,PROD-002,107,13419,80,fair_trade
6,2026-03-19T04:27:07Z,Criollo,Cusco,896,2934,9192,18309,5739,554,clay_loam,4,fruiting,red,small,main,traditional,limited,heap,40429,-13.584354,-71.351613,PROD-006,3045,4925,96,none
7,2026-03-13T00:52:26Z,Trinitario,San Martin,1008,2377,9358,10697,7510,662,clay_loam,21,flowering,orange,large,mid-crop,agroforestry,none,basket,36646,-6.452850,-77.046771,PROD-013,2674,4752,60,none
1,2026-03-10T00:40:07Z,Criollo,Amazonas,557,2850,7296,13069,5155,558,volcanic,7,fruiting,orange,small,mid-crop,organic,controlled,heap,21869,-5.967740,-77.844000,PROD-018,161,8410,62,rainforest_alliance
8,2026-03-25T07:16:37Z,Criollo,Junin,1030,2536,7292,13723,7349,693,volcanic,14,healthy,yellow,small,main,organic,none,heap,14487,-11.095306,-75.764212,PROD-008,2906,2306,98,organic
4,2026-03-13T05:43:27Z,Forastero,Cusco,1085,2519,8067,8072,5717,670,volcanic,19,healthy,red,small,main,traditional,none,basket,23363,-13.196292,-71.904496,PROD-016,1272,6013,71,fair_trade
4,2026-03-05T01:26:06Z,Criollo,Cusco,916,2531,8709,19790,7655,651,clay_loam,21,fruiting,yellow,large,mid-crop,traditional,none,basket,39639,-14.176369,-72.138137,PROD-012,3532,11435,76,fair_trade
6,2026-03-04T09:58:41Z,Trinitario,Amazonas,1166,2788,7706,18341,4479,567,clay_loam,4,flowering,purple,medium,mid-crop,organic,none,basket,15741,-6.729590,-77.586617,PROD-001,4701,14816,97,organic
3,2026-03-22T15:19:40Z,Trinitario,Cusco,933,2279,9070,15204,6831,623,volcanic,8,healthy,yellow,large,main,organic,limited,heap,32713,-14.136224,-71.482472,PROD-019,1661,11892,79,none
6,2026-03-04T04:09:13Z,Criollo,Amazonas,877,2280,8017,10979,4256,680,clay_loam,9,healthy,orange,medium,main,traditional,limited,basket,7727,-5.593629,-78.044532,PROD-020,2802,6045,72,organic
1,2026-03-01T18:11:38Z,Criollo,San Martin,652,2764,9249,12269,6968,677,sandy_loam,22,fruiting,red,medium,main,organic,controlled,heap,13134,-6.834291,-76.951469,PROD-002,2938,7998,91,none
4,2026-03-26T20:15:26Z,Criollo,Amazonas,1018,2625,9138,18321,6965,613,volcanic,3,fruiting,purple,small,main,agroforestry,limited,box,24431,-5.761669,-77.102741,PROD-007,907,3163,91,fair_trade
1,2026-03-17T16:46:06Z,Criollo,San Martin,535,2818,7493,17492,4909,582,volcanic,22,fruiting,yellow,medium,mid-crop,traditional,controlled,basket,44989,-5.853116,-76.386279,PROD-003,607,2576,70,organic
4,2026-03-18T21:45:55Z,Forastero,San Martin,1012,2217,8909,12772,7936,647,clay_loam,18,growing,yellow,medium,mid-crop,traditional,none,box,29589,-7.087460,-75.794572,PROD-009,3193,14353,65,organic
4,2026-03-05T15:48:36Z,Trinitario,Cusco,493,2912,7504,11606,4479,554,sandy_loam,12,flowering,yellow,large,mid-crop,traditional,none,box,33207,-13.515336,-71.734978,PROD-005,3563,9883,60,organic
7,2026-03-13T17:01:17Z,Forastero,San Martin,1185,2882,7431,16629,4742,700,volcanic,12,growing,red,large,mid-crop,organic,none,box,18508,-6.552645,-76.689165,PROD-018,2855,12861,75,fair_trade
5,2026-03-08T20:41:52Z,Trinitario,Cusco,1193,2752,8965,11640,5699,599,sandy_loam,19,growing,yellow,large,mid-crop,organic,limited,heap,24599,-13.003557,-72.201939,PROD-006,2455,3250,65,fair_trade
6,2026-03-19T08:08:27Z,Criollo,Amazonas,632,2680,7322,9989,5891,597,clay_loam,21,fruiting,red,medium,mid-crop,agroforestry,none,basket,5183,-6.406167,-77.705106,PROD-010,3796,10176,94,fair_trade
3,2026-03-21T15:31:19Z,Criollo,Cusco,631,2757,8504,11306,4942,668,volcanic,25,growing,yellow,medium,main,agroforestry,controlled,box,12809,-13.080648,-72.122170,PROD-015,3580,10647,73,fair_trade
4,2026-03-17T16:22:43Z,Trinitario,San Martin,1177,2490,7882,11596,5364,645,volcanic,8,fruiting,red,medium,mid-crop,agroforestry,limited,heap,20925,-6.560016,-75.942534,PROD-016,665,8751,79,none
5,2026-03-24T09:37:20Z,Forastero,Cusco,884,2312,7771,18531,6414,631,sandy_loam,13,healthy,purple,large,mid-crop,traditional,none,box,8611,-13.401654,-71.987158,PROD-013,1487,9850,95,rainforest_alliance
4,2026-03-02T23:20:20Z,Criollo,Cusco,788,2424,8695,11542,5160,627,clay_loam,19,growing,yellow,large,mid-crop,organic,none,basket,24926,-13.409386,-71.496516,PROD-013,3198,8783,97,none
8,2026-03-22T11:52:30Z,Trinitario,Junin,532,2326,7102,18147,5025,634,sandy_loam,23,fruiting,purple,small,main,organic,limited,basket,26395,-11.347575,-75.896594,PROD-002,1158,14703,74,none
3,2026-03-08T18:49:56Z,Criollo,San Martin,450,2380,7821,14863,4608,562,volcanic,22,fruiting,yellow,large,main,organic,controlled,heap,37095,-6.867879,-75.744216,PROD-014,935,5080,71,rainforest_alliance
5,2026-03-23T10:24:34Z,Trinitario,San Martin,917,2220,7185,9035,7601,681,clay_loam,13,healthy,red,large,main,organic,none,heap,9831,-6.185724,-76.783141,PROD-013,3653,8704,66,fair_trade
5,2026-03-03T00:48:40Z,Criollo,Junin,425,2658,7253,13696,4828,671,clay_loam,18,growing,purple,large,mid-crop,agroforestry,none,basket,18402,-10.738351,-74.688066,PROD-007,3698,14682,85,none
1,2026-03-24T10:47:18Z,Criollo,Cusco,991,2396,7275,9357,4539,566,volcanic,25,flowering,red,small,main,agroforestry,controlled,heap,48239,-13.505030,-72.064491,PROD-013,4814,9889,80,fair_trade
6,2026-03-23T01:24:18Z,Trinitario,San Martin,593,2936,7550,10925,7993,559,volcanic,10,fruiting,red,medium,mid-crop,organic,none,heap,14437,-6.484858,-76.715811,PROD-018,2369,13398,86,organic
2,2026-03-27T11:53:12Z,Criollo,Cusco,979,2647,8921,16486,4809,601,sandy_loam,19,growing,orange,large,main,agroforestry,limited,heap,7450,-13.539343,-71.301969,PROD-011,1659,14130,65,fair_trade
1,2026-03-08T04:26:30Z,Criollo,Amazonas,497,2622,8526,18206,4510,638,volcanic,4,flowering,yellow,large,main,organic,none,box,6966,-6.296566,-78.067912,PROD-018,2736,4258,76,fair_trade
3,2026-03-14T05:47:20Z,Criollo,San Martin,1020,2583,8992,18904,5725,626,sandy_loam,18,flowering,orange,medium,mid-crop,traditional,limited,box,48218,-6.323259,-76.882440,PROD-016,3051,9286,67,none
4,2026-03-03T19:49:31Z,Trinitario,Cusco,961,2219,8563,19296,5376,551,sandy_loam,23,healthy,red,large,main,traditional,none,heap,27720,-13.731641,-72.230663,PROD-019,2626,14345,66,rainforest_alliance
3,2026-03-02T06:36:40Z,Criollo,Cusco,1176,2434,8695,17049,7118,592,clay_loam,4,flowering,orange,small,mid-crop,organic,none,basket,21276,-13.659185,-71.683603,PROD-017,4783,13464,98,organic
2,2026-03-21T17:13:05Z,Criollo,Amazonas,528,2231,9093,16382,4643,644,clay_loam,23,flowering,purple,medium,main,organic,controlled,box,18673,-6.115037,-78.103820,PROD-005,4839,3340,96,organic
7,2026-03-14T13:28:35Z,Criollo,Cusco,541,3000,8791,8268,7796,684,clay_loam,5,growing,orange,medium,main,organic,controlled,heap,45153,-12.861030,-71.292031,PROD-005,2127,6102,63,rainforest_alliance
6,2026-03-02T17:29:53Z,Trinitario,Junin,646,2765,8552,8177,5889,691,clay_loam,7,fruiting,orange,medium,mid-crop,agroforestry,limited,basket,35877,-11.732914,-75.863336,PROD-014,1650,10731,74,fair_trade
4,2026-03-04T08:19:55Z,Criollo,Junin,827,2570,8075,9358,4107,672,sandy_loam,13,fruiting,orange,medium,main,agroforestry,none,basket,32606,-11.731539,-74.803716,PROD-011,1466,6467,86,rainforest_alliance
4,2026-03-05T12:38:57Z,Criollo,Cusco,504,2269,8733,16751,5749,558,volcanic,15,growing,red,medium,mid-crop,organic,none,basket,8337,-13.789821,-72.105292,PROD-006,1234,10861,96,rainforest_alliance
5,2026-03-19T04:15:03Z,Criollo,Junin,832,2641,7885,10756,7932,586,volcanic,16,growing,purple,large,mid-crop,agroforestry,controlled,basket,22417,-11.112068,-75.407634,PROD-020,2624,13841,61,rainforest_alliance
6,2026-03-08T20:22:55Z,Forastero,Junin,663,2674,7785,12767,7885,625,clay_loam,5,fruiting,red,medium,mid-crop,traditional,none,basket,14552,-11.717069,-75.077709,PROD-008,4824,9961,63,fair_trade
6,2026-03-28T17:29:31Z,Trinitario,San Martin,402,2983,8019,8144,7791,679,sandy_loam,8,flowering,red,medium,main,organic,controlled,heap,37387,-6.175459,-76.018702,PROD-016,4848,5053,95,none
6,2026-03-04T23:55:34Z,Forastero,San Martin,1023,2958,7182,14005,6985,693,sandy_loam,6,flowering,yellow,small,mid-crop,agroforestry,limited,basket,45089,-5.943160,-75.784494,PROD-013,246,12133,68,none
7,2026-03-17T11:41:54Z,Criollo,Amazonas,908,2904,9097,18434,7844,566,sandy_loam,10,fruiting,purple,small,main,organic,limited,basket,6518,-6.312412,-78.358294,PROD-001,2262,6215,73,organic
8,2026-03-04T04:23:02Z,Forastero,Amazonas,1066,2818,7448,9325,5286,559,sandy_loam,8,flowering,yellow,medium,main,agroforestry,none,basket,20418,-5.499779,-77.730764,PROD-015,2271,2707,79,rainforest_alliance
8,2026-03-22T23:37:06Z,Trinitario,Amazonas,1040,2823,9438,15677,5966,677,sandy_loam,7,flowering,yellow,small,main,agroforestry,controlled,basket,48114,-6.261013,-77.596228,PROD-014,1573,10171,97,fair_trade
6,2026-03-20T04:25:38Z,Criollo,Cusco,485,2396,9235,8926,5562,576,sandy_loam,10,healthy,yellow,large,main,organic,limited,basket,35003,-13.380686,-72.520661,PROD-017,341,2841,81,organic
2,2026-03-12T02:58:12Z,Forastero,Amazonas,817,2442,8310,15463,6549,601,clay_loam,25,fruiting,orange,medium,mid-crop,organic,none,box,29259,-6.900476,-78.186260,PROD-012,2908,6511,97,none
1,2026-03-09T10:10:39Z,Criollo,Amazonas,786,2371,7537,16895,4808,686,clay_loam,21,flowering,red,medium,mid-crop,traditional,controlled,box,45089,-5.613981,-77.286384,PROD-006,4093,7729,72,none
6,2026-03-18T06:42:22Z,Criollo,Amazonas,957,2701,8705,12125,4571,649,sandy_loam,5,growing,orange,large,main,agroforestry,none,box,6983,-5.989874,-77.294611,PROD-017,1059,7390,97,none
4,2026-03-02T03:00:23Z,Criollo,Cusco,1175,2278,9314,12451,7714,676,volcanic,21,growing,yellow,large,main,organic,none,heap,5115,-13.122574,-72.074563,PROD-009,1598,14730,87,fair_trade
6,2026-03-28T11:22:23Z,Criollo,Cusco,652,2743,7084,12699,7994,618,clay_loam,15,growing,red,medium,main,organic,controlled,heap,15769,-14.102024,-72.252445,PROD-013,1697,4748,92,organic
1,2026-03-24T15:47:58Z,Criollo,Junin,910,2213,9479,18026,5938,610,clay_loam,20,healthy,red,medium,main,agroforestry,none,box,10628,-11.798746,-75.531434,PROD-008,2485,13461,98,rainforest_alliance
4,2026-03-20T12:42:03Z,Criollo,Junin,1135,2461,7566,15894,6060,677,clay_loam,7,fruiting,red,medium,mid-crop,organic,none,heap,15227,-10.991979,-74.859946,PROD-010,2642,11578,96,fair_trade
1,2026-03-19T17:31:41Z,Criollo,Amazonas,795,2785,9083,18432,5873,697,clay_loam,15,growing,yellow,medium,mid-crop,traditional,limited,basket,14265,-5.480090,-78.532610,PROD-017,2949,12829,77,fair_trade
4,2026-03-24T16:54:46Z,Criollo,Cusco,1021,2876,8600,18770,7983,555,volcanic,19,healthy,purple,large,main,traditional,limited,basket,13139,-12.846821,-71.992874,PROD-014,722,7708,61,rainforest_alliance
7,2026-03-23T13:01:28Z,Trinitario,Amazonas,848,2540,7754,19694,4788,550,volcanic,13,fruiting,orange,medium,mid-crop,agroforestry,controlled,box,20833,-6.002473,-78.043584,PROD-018,2060,9378,89,rainforest_alliance
3,2026-03-20T21:17:06Z,Trinitario,Amazonas,926,2224,7283,12464,4445,624,sandy_loam,17,fruiting,yellow,medium,main,organic,limited,basket,9445,-6.043451,-77.708761,PROD-009,3675,11431,77,fair_trade
3,2026-03-09T06:25:13Z,Forastero,Cusco,586,2693,7357,17753,5503,601,clay_loam,10,healthy,yellow,small,mid-crop,organic,none,basket,44867,-13.709789,-72.607699,PROD-005,235,2377,74,none
6,2026-03-22T18:29:55Z,Criollo,Cusco,982,2573,9345,9789,7248,633,clay_loam,16,fruiting,yellow,large,main,organic,none,box,11253,-12.750886,-72.143277,PROD-019,1515,6555,97,none
6,2026-03-13T06:35:21Z,Trinitario,San Martin,801,2591,9434,19890,4564,650,volcanic,12,healthy,yellow,medium,main,organic,controlled,box,40139,-5.834802,-75.660716,PROD-003,2207,3619,66,rainforest_alliance
4,2026-03-09T15:37:43Z,Trinitario,Amazonas,1174,2511,7208,9301,5012,621,volcanic,17,flowering,red,small,main,agroforestry,controlled,box,29031,-6.713194,-78.169033,PROD-003,3593,9008,74,organic
7,2026-03-09T19:35:19Z,Criollo,Cusco,870,2592,9478,14882,6931,650,sandy_loam,10,fruiting,yellow,medium,mid-crop,agroforestry,none,box,39676,-14.168846,-72.618113,PROD-016,4798,13396,70,none
8,2026-03-01T08:35:32Z,Criollo,Junin,477,2651,8903,18146,4549,591,clay_loam,9,flowering,orange,large,main,traditional,limited,basket,7285,-11.834981,-75.118926,PROD-015,4505,2665,88,fair_trade
8,2026-03-24T10:36:56Z,Forastero,San Martin,702,2827,7682,14310,5630,556,volcanic,22,growing,purple,small,main,agroforestry,controlled,heap,7946,-6.994659,-75.742361,PROD-019,3734,12450,76,rainforest_alliance
5,2026-03-11T04:43:20Z,Trinitario,Junin,574,2929,7895,13569,6565,581,sandy_loam,10,fruiting,orange,large,mid-crop,agroforestry,controlled,box,33862,-11.039306,-75.667752,PROD-015,1098,2370,97,organic
2,2026-03-08T06:19:45Z,Forastero,Junin,917,2799,8948,9602,4808,679,clay_loam,4,fruiting,orange,large,mid-crop,organic,none,box,5454,-11.623622,-75.393901,PROD-002,4227,9075,90,organic
1,2026-03-08T17:47:23Z,Criollo,Amazonas,638,2652,7447,14404,6557,568,clay_loam,10,healthy,purple,large,mid-crop,agroforestry,none,box,33988,-6.914845,-78.467922,PROD-015,2196,5074,60,fair_trade
2,2026-03-19T01:23:35Z,Trinitario,Amazonas,1091,2445,9095,12447,5219,633,clay_loam,17,healthy,yellow,large,main,agroforestry,none,heap,17075,-5.682978,-78.173007,PROD-017,4396,2497,98,organic
5,2026-03-02T07:59:02Z,Trinitario,San Martin,895,2241,8160,15874,4899,591,clay_loam,9,growing,purple,small,mid-crop,organic,limited,box,24892,-6.957333,-75.697153,PROD-019,2926,8150,73,none
2,2026-03-14T01:15:57Z,Criollo,San Martin,574,2629,7099,15805,7177,655,volcanic,23,growing,orange,small,main,organic,none,box,34923,-5.907813,-76.090943,PROD-017,4605,6640,86,rainforest_alliance
1,2026-03-23T11:41:14Z,Forastero,Amazonas,447,2583,8279,15898,4284,568,sandy_loam,25,healthy,yellow,medium,main,traditional,none,heap,36189,-6.724060,-77.971446,PROD-005,4432,3172,89,fair_trade
8,2026-03-05T16:50:31Z,Criollo,Cusco,1172,2787,7598,10318,7428,660,clay_loam,20,growing,purple,small,main,agroforestry,limited,box,11161,-13.323190,-72.012632,PROD-005,1128,6797,96,fair_trade
1,2026-03-05T13:54:23Z,Criollo,Amazonas,425,2927,7770,15130,7886,699,clay_loam,25,flowering,red,medium,main,organic,controlled,basket,15015,-6.000833,-78.479257,PROD-003,936,7379,91,rainforest_alliance
1,2026-03-17T23:52:01Z,Criollo,Amazonas,637,2415,7493,17783,7227,662,sandy_loam,23,flowering,red,medium,main,organic,limited,box,46783,-6.130356,-77.938833,PROD-013,3766,6898,68,none
4,2026-03-08T09:20:22Z,Trinitario,Amazonas,1003,2843,8528,19595,5759,696,sandy_loam,17,flowering,purple,small,mid-crop,organic,controlled,heap,5187,-6.412824,-77.782206,PROD-016,1210,12828,97,none
2,2026-03-19T22:14:10Z,Trinitario,Cusco,693,2566,8170,10932,4845,619,volcanic,19,growing,red,large,main,traditional,none,box,9480,-13.016011,-71.371807,PROD-006,3019,12499,74,organic
1,2026-03-10T00:02:43Z,Criollo,Cusco,971,2205,8570,11152,7290,569,sandy_loam,23,growing,red,small,main,agroforestry,controlled,heap,10682,-13.376327,-72.686416,PROD-006,967,9506,88,fair_trade
6,2026-03-23T04:17:26Z,Criollo,Cusco,718,2451,7793,9285,7575,662,volcanic,13,fruiting,red,medium,main,organic,controlled,box,14532,-13.125100,-71.468071,PROD-009,4517,10258,87,fair_trade
1,2026-03-17T07:29:35Z,Trinitario,Junin,782,2808,8211,10999,7956,695,sandy_loam,16,healthy,red,medium,mid-crop,traditional,limited,basket,49080,-11.576434,-74.731866,PROD-019,3548,12894,91,fair_trade
1,2026-03-05T04:40:59Z,Forastero,San Martin,904,2293,7400,10603,4609,675,clay_loam,5,healthy,purple,small,main,organic,none,heap,21462,-5.800982,-76.622650,PROD-016,1062,9356,93,fair_trade
5,2026-03-04T03:53:13Z,Trinitario,Amazonas,526,2907,7151,9942,7961,639,sandy_loam,19,growing,purple,small,main,agroforestry,none,heap,9453,-6.188335,-78.454057,PROD-017,1845,10680,88,none
7,2026-03-15T02:24:02Z,Forastero,Junin,1000,2684,8957,19642,5374,660,sandy_loam,14,healthy,yellow,large,mid-crop,organic,limited,box,22132,-11.242466,-75.599161,PROD-001,4472,2792,69,none
1,2026-03-08T05:44:18Z,Trinitario,San Martin,1113,2580,9046,9426,4235,679,volcanic,15,healthy,red,large,mid-crop,traditional,controlled,basket,43367,-5.853984,-76.441236,PROD-001,2106,7582,75,rainforest_alliance
3,2026-03-11T22:09:14Z,Criollo,Amazonas,628,2351,7248,13783,4528,692,sandy_loam,21,healthy,yellow,medium,mid-crop,agroforestry,controlled,box,46465,-6.398586,-78.077342,PROD-006,4330,9724,83,rainforest_alliance
8,2026-03-24T07:17:49Z,Trinitario,Junin,764,2982,7297,14178,4806,552,sandy_loam,6,growing,orange,medium,main,organic,controlled,box,27976,-10.775743,-75.980529,PROD-015,553,13312,73,rainforest_alliance
3,2026-03-17T18:42:27Z,Forastero,San Martin,470,2548,8910,13023,4626,630,sandy_loam,7,flowering,red,medium,main,organic,none,heap,33422,-6.437819,-76.375056,PROD-018,3536,14857,74,organic
5,2026-03-08T08:04:11Z,Forastero,Amazonas,779,2387,7125,11866,7272,627,volcanic,25,flowering,yellow,large,mid-crop,traditional,limited,heap,10043,-6.087124,-77.237608,PROD-013,2839,4893,83,rainforest_alliance
